5, 6, 6, 3, 7, 1, 0, 0, 0, 0, 0, 1
12, 13, 6, 12, 12, 12, 0, 0, 0, 0, 0, 1
33, 34, 13, 1, 3, 12, 13, 1, 0, 0, 0, 1
17, 2, 17, 3, 3, 42, 17, 0, 0, 0, 0, 1
33, 65, 66, 67, 13, 1, 3, 6, 0, 0, 0, 1
73, 13, 74, 3, 1, 13, 12, 0, 0, 0, 0, 1
33, 78, 12, 79, 17, 3, 80, 0, 0, 0, 0, 1
12, 87, 34, 12, 62, 88, 89, 44, 0, 0, 0, 1
90, 88, 13, 36, 17, 12, 0, 0, 0, 0, 0, 1
2, 85, 28, 91, 33, 3, 0, 0, 0, 0, 0, 1
17, 100, 101, 17, 49, 17, 21, 102, 0, 0, 0, 1
17, 5, 106, 107, 3, 0, 0, 0, 0, 0, 0, 1
17, 98, 13, 108, 1, 109, 17, 9, 17, 0, 0, 1
110, 2, 12, 1, 0, 0, 0, 0, 0, 0, 0, 1
2, 2, 13, 74, 111, 6, 0, 0, 0, 0, 0, 1
33, 12, 67, 115, 15, 44, 0, 0, 0, 0, 0, 1
33, 2, 21, 9, 52, 0, 0, 0, 0, 0, 0, 1
17, 130, 4, 3, 17, 0, 0, 0, 0, 0, 0, 1
33, 164, 44, 13, 27, 165, 166, 9, 1, 0, 0, 1
33, 167, 168, 149, 6, 3, 169, 0, 0, 0, 0, 1
17, 172, 44, 44, 173, 1, 1, 0, 0, 0, 0, 1
5, 12, 1, 13, 1, 1, 0, 0, 0, 0, 0, 1
180, 65, 21, 21, 181, 1, 0, 0, 0, 0, 0, 1
12, 29, 33, 192, 26, 21, 12, 165, 166, 0, 0, 1
124, 44, 3, 6, 84, 9, 193, 0, 0, 0, 0, 1
17, 53, 44, 210, 1, 9, 4, 109, 17, 0, 0, 1
33, 167, 21, 2, 13, 27, 166, 0, 0, 0, 0, 1
33, 215, 12, 10, 216, 3, 0, 0, 0, 0, 0, 1
17, 2, 33, 217, 218, 219, 218, 220, 0, 0, 0, 1
12, 0, 17, 33, 221, 12, 0, 0, 0, 0, 0, 1
33, 21, 45, 13, 66, 225, 1, 0, 0, 0, 0, 1
33, 227, 117, 15, 228, 229, 0, 0, 0, 0, 0, 1
2, 34, 72, 241, 2, 1, 242, 12, 0, 0, 0, 1
2, 164, 21, 13, 243, 6, 96, 17, 0, 0, 0, 1
4, 246, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
12, 71, 2, 254, 1, 1, 0, 0, 0, 0, 0, 1
193, 2, 13, 1, 4, 96, 17, 0, 0, 0, 0, 1
266, 164, 162, 1, 9, 17, 12, 6, 3, 0, 0, 1
33, 2, 44, 44, 96, 143, 0, 0, 0, 0, 0, 1
33, 2, 2, 64, 1, 268, 13, 1, 0, 0, 0, 1
19, 12, 42, 276, 3, 12, 0, 0, 0, 0, 0, 1
17, 116, 197, 171, 277, 0, 0, 0, 0, 0, 0, 1
249, 171, 12, 12, 13, 288, 17, 109, 17, 0, 0, 1
4, 22, 17, 109, 17, 290, 217, 44, 0, 0, 0, 1
2, 264, 9, 1, 3, 171, 17, 0, 0, 0, 0, 1
17, 264, 298, 12, 1, 299, 12, 0, 0, 0, 0, 1
17, 145, 12, 3, 6, 13, 3, 163, 0, 0, 0, 1
17, 164, 6, 9, 1, 1, 12, 163, 0, 0, 0, 1
12, 3, 3, 17, 303, 304, 13, 83, 0, 0, 0, 1
4, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1
258, 2, 33, 307, 3, 308, 3, 0, 0, 0, 0, 1
312, 33, 313, 314, 11, 21, 0, 0, 0, 0, 0, 1
2, 315, 21, 13, 3, 1, 316, 0, 0, 0, 0, 1
30, 326, 13, 42, 1, 13, 244, 12, 0, 0, 0, 1
335, 21, 336, 0, 0, 0, 0, 0, 0, 0, 0, 1
17, 172, 339, 340, 9, 1, 330, 109, 17, 0, 0, 1
46, 1, 9, 355, 126, 17, 1, 0, 0, 0, 0, 1
356, 172, 96, 1, 62, 87, 357, 17, 358, 0, 0, 1
360, 22, 12, 12, 3, 76, 1, 361, 0, 0, 0, 1
159, 6, 6, 2, 13, 59, 3, 0, 0, 0, 0, 1
17, 2, 33, 374, 13, 17, 209, 3, 375, 0, 0, 1
2, 12, 141, 330, 386, 235, 1, 0, 0, 0, 0, 1
2, 3, 12, 87, 6, 3, 17, 0, 0, 0, 0, 1
4, 370, 371, 163, 3, 393, 0, 0, 0, 0, 0, 1
17, 164, 61, 394, 13, 1, 9, 100, 17, 0, 0, 1
17, 164, 6, 6, 12, 17, 6, 0, 0, 0, 0, 1
407, 171, 17, 3, 13, 251, 17, 0, 0, 0, 0, 1
5, 37, 3, 351, 44, 13, 224, 17, 0, 0, 0, 1
258, 145, 31, 1, 3, 6, 0, 0, 0, 0, 0, 1
413, 26, 2, 6, 12, 17, 0, 0, 0, 0, 0, 1
124, 21, 21, 12, 6, 415, 3, 0, 0, 0, 0, 1
180, 363, 3, 3, 166, 0, 0, 0, 0, 0, 0, 1
17, 2, 419, 13, 1, 4, 3, 1, 0, 0, 0, 1
420, 292, 1, 13, 1, 1, 0, 0, 0, 0, 0, 1
33, 22, 363, 17, 1, 17, 96, 17, 0, 0, 0, 1
17, 337, 13, 394, 17, 17, 2, 12, 64, 0, 0, 1
2, 12, 23, 60, 422, 49, 70, 17, 0, 0, 0, 1
17, 164, 12, 235, 64, 13, 225, 0, 0, 0, 0, 1
5, 2, 267, 141, 257, 66, 64, 3, 0, 0, 0, 1
33, 12, 273, 3, 6, 17, 12, 0, 0, 0, 0, 1
427, 85, 195, 234, 12, 382, 2, 5, 0, 0, 0, 1
33, 26, 428, 429, 17, 17, 0, 0, 0, 0, 0, 1
2, 12, 1, 430, 421, 1, 0, 0, 0, 0, 0, 1
33, 431, 12, 1, 1, 0, 0, 0, 0, 0, 0, 1
33, 3, 432, 6, 6, 2, 52, 0, 0, 0, 0, 1
436, 12, 160, 437, 3, 438, 263, 0, 0, 0, 0, 1
12, 439, 21, 6, 6, 9, 17, 0, 0, 0, 0, 1
442, 342, 87, 12, 33, 0, 0, 0, 0, 0, 0, 1
17, 130, 5, 6, 451, 17, 45, 0, 0, 0, 0, 1
11, 439, 21, 149, 457, 17, 0, 0, 0, 0, 0, 1
2, 17, 2, 17, 17, 0, 0, 0, 0, 0, 0, 1
12, 34, 460, 12, 96, 111, 461, 17, 0, 0, 0, 1
33, 2, 241, 3, 17, 463, 464, 0, 0, 0, 0, 1
17, 87, 72, 3, 1, 17, 117, 15, 12, 0, 0, 1
33, 337, 35, 6, 267, 76, 1, 0, 0, 0, 0, 1
5, 3, 6, 6, 6, 162, 17, 6, 0, 0, 0, 1
470, 203, 0, 17, 471, 472, 4, 17, 0, 0, 0, 1
50, 5, 3, 1, 476, 6, 477, 0, 0, 0, 0, 1
12, 6, 3, 9, 12, 0, 0, 0, 0, 0, 0, 1
12, 12, 487, 12, 68, 6, 0, 0, 0, 0, 0, 1
284, 29, 363, 491, 211, 492, 0, 0, 0, 0, 0, 1
33, 65, 12, 3, 17, 107, 73, 12, 0, 0, 0, 1
87, 2, 289, 1, 12, 1, 1, 0, 0, 0, 0, 1
2, 3, 4, 494, 17, 0, 0, 0, 0, 0, 0, 1
17, 3, 67, 497, 12, 3, 0, 0, 0, 0, 0, 1
17, 171, 4, 13, 59, 3, 1, 0, 0, 0, 0, 1
83, 264, 12, 249, 12, 3, 1, 0, 0, 0, 0, 1
4, 54, 21, 12, 165, 166, 87, 503, 0, 0, 0, 1
232, 391, 9, 66, 506, 17, 0, 0, 0, 0, 0, 1
4, 53, 44, 268, 44, 460, 10, 0, 0, 0, 0, 1
17, 509, 510, 2, 12, 1, 0, 0, 0, 0, 0, 1
2, 295, 115, 68, 6, 3, 0, 0, 0, 0, 0, 1
413, 457, 12, 115, 217, 3, 13, 17, 0, 0, 0, 1
17, 53, 523, 13, 524, 0, 0, 0, 0, 0, 0, 1
2, 6, 6, 12, 23, 1, 525, 526, 0, 0, 0, 1
17, 17, 21, 376, 3, 13, 42, 6, 0, 0, 0, 1
33, 13, 421, 6, 6, 299, 12, 0, 0, 0, 0, 1
413, 457, 12, 264, 267, 38, 535, 12, 0, 0, 0, 1
17, 37, 13, 211, 1, 538, 0, 0, 0, 0, 0, 1
17, 26, 3, 17, 540, 13, 541, 3, 0, 0, 0, 1
4, 12, 211, 13, 12, 542, 318, 1, 0, 0, 0, 1
17, 264, 3, 3, 251, 1, 0, 0, 0, 0, 0, 1
2, 12, 1, 1, 6, 0, 0, 0, 0, 0, 0, 1
284, 337, 44, 549, 69, 13, 1, 0, 0, 0, 0, 1
2, 12, 61, 6, 558, 267, 166, 0, 0, 0, 0, 1
17, 71, 6, 98, 480, 12, 0, 0, 0, 0, 0, 1
561, 562, 563, 1, 3, 564, 12, 0, 0, 0, 0, 1
2, 363, 12, 3, 44, 44, 0, 0, 0, 0, 0, 1
17, 370, 339, 12, 163, 0, 0, 0, 0, 0, 0, 1
17, 53, 17, 537, 17, 537, 386, 13, 329, 1, 0, 1
33, 13, 560, 578, 0, 0, 0, 0, 0, 0, 0, 1
437, 9, 1, 580, 42, 17, 0, 0, 0, 0, 0, 1
197, 172, 491, 206, 3, 3, 0, 0, 0, 0, 0, 1
2, 164, 2, 6, 6, 313, 0, 0, 0, 0, 0, 1
17, 172, 13, 36, 1, 309, 1, 0, 0, 0, 0, 1
17, 172, 12, 21, 9, 100, 17, 0, 0, 0, 0, 1
33, 172, 593, 101, 12, 85, 268, 12, 0, 0, 0, 1
17, 2, 55, 6, 13, 6, 597, 12, 0, 0, 0, 1
17, 115, 52, 3, 5, 0, 0, 0, 0, 0, 0, 1
17, 53, 122, 415, 3, 604, 0, 0, 0, 0, 0, 1
124, 26, 2, 1, 1, 96, 3, 0, 0, 0, 0, 1
193, 607, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1
17, 164, 12, 6, 533, 491, 610, 0, 0, 0, 0, 1
33, 2, 13, 520, 6, 6, 6, 0, 0, 0, 0, 1
4, 164, 13, 3, 6, 96, 17, 0, 0, 0, 0, 1
17, 45, 172, 72, 7, 17, 12, 0, 0, 0, 0, 1
33, 12, 64, 117, 3, 64, 9, 165, 166, 0, 0, 1
17, 337, 17, 9, 6, 608, 618, 0, 0, 0, 0, 1
2, 22, 17, 621, 13, 1, 1, 0, 0, 0, 0, 1
622, 167, 6, 6, 6, 12, 0, 0, 0, 0, 0, 1
17, 98, 115, 68, 52, 299, 12, 0, 0, 0, 0, 1
12, 171, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1
458, 29, 605, 17, 214, 1, 1, 0, 0, 0, 0, 1
249, 145, 12, 6, 3, 1, 12, 1, 0, 0, 0, 1
17, 2, 13, 6, 629, 17, 0, 0, 0, 0, 0, 1
17, 2, 44, 44, 44, 162, 1, 0, 0, 0, 0, 1
2, 22, 17, 17, 13, 1, 516, 0, 0, 0, 0, 1
2, 1, 6, 199, 6, 391, 0, 0, 0, 0, 0, 1
33, 634, 2, 4, 0, 0, 0, 0, 0, 0, 0, 1
33, 128, 3, 12, 1, 89, 0, 0, 0, 0, 0, 1
2, 98, 13, 4, 13, 42, 17, 12, 0, 0, 0, 1
17, 145, 646, 13, 176, 12, 3, 0, 0, 0, 0, 1
2, 264, 12, 141, 6, 6, 1, 0, 0, 0, 0, 1
2, 378, 3, 13, 244, 1, 12, 0, 0, 0, 0, 1
2, 2, 13, 1, 463, 400, 17, 0, 0, 0, 0, 1
33, 649, 12, 12, 244, 163, 0, 0, 0, 0, 0, 1
33, 373, 21, 21, 214, 503, 12, 0, 0, 0, 0, 1
264, 33, 33, 9, 100, 17, 0, 0, 0, 0, 0, 1
651, 71, 13, 76, 13, 260, 1, 0, 0, 0, 0, 1
458, 37, 419, 44, 45, 12, 154, 6, 3, 0, 0, 1
17, 203, 2, 17, 17, 654, 375, 0, 0, 0, 0, 1
2, 2, 447, 6, 9, 36, 3, 0, 0, 0, 0, 1
436, 98, 9, 17, 1, 666, 667, 1, 0, 0, 0, 1
12, 172, 61, 1, 12, 172, 21, 12, 0, 0, 0, 1
17, 172, 12, 3, 13, 1, 6, 0, 0, 0, 0, 1
266, 29, 12, 522, 1, 0, 0, 0, 0, 0, 0, 1
33, 13, 4, 97, 1, 3, 0, 0, 0, 0, 0, 1
33, 13, 83, 9, 3, 1, 209, 166, 0, 0, 0, 1
259, 12, 21, 33, 2, 3, 265, 0, 0, 0, 0, 1
17, 264, 44, 115, 13, 679, 0, 0, 0, 0, 0, 1
455, 128, 21, 13, 3, 1, 13, 1, 0, 0, 0, 1
4, 53, 117, 44, 267, 265, 687, 0, 0, 0, 0, 1
33, 2, 13, 154, 506, 1, 17, 537, 17, 537, 693, 1
266, 29, 185, 229, 1, 0, 0, 0, 0, 0, 0, 1
17, 26, 17, 13, 176, 23, 83, 3, 0, 0, 0, 1
12, 374, 555, 1, 49, 42, 17, 0, 0, 0, 0, 1
33, 17, 6, 308, 6, 0, 0, 0, 0, 0, 0, 1
33, 264, 13, 59, 17, 329, 700, 13, 72, 0, 0, 1
2, 44, 328, 13, 17, 3, 1, 0, 0, 0, 0, 1
17, 171, 12, 701, 335, 149, 3, 17, 0, 0, 0, 1
2, 1, 1, 619, 0, 0, 0, 0, 0, 0, 0, 1
12, 439, 21, 133, 6, 13, 17, 0, 0, 0, 0, 1
33, 9, 3, 143, 17, 12, 0, 0, 0, 0, 0, 1
33, 12, 570, 279, 33, 0, 0, 0, 0, 0, 0, 1
2, 2, 709, 13, 143, 0, 0, 0, 0, 0, 0, 1
239, 13, 3, 83, 650, 3, 1, 0, 0, 0, 0, 1
33, 185, 1, 3, 45, 61, 166, 0, 0, 0, 0, 1
17, 164, 714, 244, 17, 17, 2, 65, 2, 0, 0, 1
12, 37, 12, 17, 391, 13, 7, 1, 0, 0, 0, 1
17, 37, 13, 1, 3, 265, 3, 64, 0, 0, 0, 1
33, 172, 717, 25, 1, 12, 3, 3, 0, 0, 0, 1
268, 719, 9, 296, 1, 12, 0, 0, 0, 0, 0, 1
385, 289, 1, 161, 720, 0, 0, 0, 0, 0, 0, 1
475, 172, 12, 160, 68, 44, 44, 3, 467, 0, 0, 1
4, 65, 115, 6, 3, 6, 0, 0, 0, 0, 0, 1
2, 167, 12, 6, 6, 69, 0, 0, 0, 0, 0, 1
335, 607, 86, 1, 209, 417, 1, 0, 0, 0, 0, 1
33, 22, 6, 6, 84, 0, 0, 0, 0, 0, 0, 1
2, 215, 12, 734, 13, 1, 0, 0, 0, 0, 0, 1
12, 12, 1, 53, 666, 23, 193, 0, 0, 0, 0, 1
171, 17, 13, 1, 0, 0, 0, 0, 0, 0, 0, 1
432, 6, 29, 33, 33, 219, 602, 67, 0, 0, 0, 1
465, 742, 1, 44, 44, 0, 0, 0, 0, 0, 0, 1
33, 29, 12, 532, 4, 3, 0, 0, 0, 0, 0, 1
33, 96, 524, 5, 106, 5, 0, 0, 0, 0, 0, 1
82, 29, 13, 457, 1, 9, 33, 0, 0, 0, 0, 1
2, 98, 115, 472, 1, 0, 0, 0, 0, 0, 0, 1
4, 685, 229, 44, 3, 13, 748, 1, 0, 0, 0, 1
2, 2, 273, 665, 1, 0, 0, 0, 0, 0, 0, 1
17, 164, 44, 3, 3, 752, 0, 0, 0, 0, 0, 1
266, 2, 17, 149, 536, 690, 3, 0, 0, 0, 0, 1
0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1
10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
12, 13, 14, 15, 16, 0, 0, 0, 0, 0, 0, 1
17, 18, 19, 20, 2, 21, 16, 0, 0, 0, 0, 1
22, 23, 22, 2, 24, 0, 0, 0, 0, 0, 0, 1
25, 26, 27, 27, 28, 0, 0, 0, 0, 0, 0, 1
29, 18, 30, 31, 32, 0, 0, 0, 0, 0, 0, 1
29, 36, 37, 38, 39, 40, 0, 0, 0, 0, 0, 1
22, 44, 2, 45, 0, 0, 0, 0, 0, 0, 0, 1
5, 48, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1
10, 13, 50, 51, 31, 0, 0, 0, 0, 0, 0, 1
5, 22, 31, 54, 55, 0, 0, 0, 0, 0, 0, 1
22, 56, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1
42, 29, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1
42, 65, 2, 66, 0, 0, 0, 0, 0, 0, 0, 1
