0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1
10, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
12, 13, 14, 15, 16, 0, 0, 0, 0, 0, 0, 1
17, 18, 19, 20, 2, 21, 16, 0, 0, 0, 0, 1
22, 23, 22, 2, 24, 0, 0, 0, 0, 0, 0, 1
25, 26, 27, 27, 28, 0, 0, 0, 0, 0, 0, 1
29, 18, 30, 31, 32, 0, 0, 0, 0, 0, 0, 1
29, 36, 37, 38, 39, 40, 0, 0, 0, 0, 0, 1
22, 44, 2, 45, 0, 0, 0, 0, 0, 0, 0, 1
5, 48, 49, 0, 0, 0, 0, 0, 0, 0, 0, 1
10, 13, 50, 51, 31, 0, 0, 0, 0, 0, 0, 1
5, 22, 31, 54, 55, 0, 0, 0, 0, 0, 0, 1
22, 56, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1
42, 29, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1
42, 65, 2, 66, 0, 0, 0, 0, 0, 0, 0, 1
42, 23, 39, 0, 0, 0, 0, 0, 0, 0, 0, 1
5, 69, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1
70, 71, 72, 0, 0, 0, 0, 0, 0, 0, 0, 1
73, 74, 31, 75, 16, 0, 0, 0, 0, 0, 0, 1
42, 62, 13, 38, 16, 0, 0, 0, 0, 0, 0, 1
25, 36, 29, 2, 27, 27, 0, 0, 0, 0, 0, 1
0, 86, 87, 88, 89, 0, 0, 0, 0, 0, 0, 1
70, 42, 64, 83, 64, 0, 0, 0, 0, 0, 0, 1
42, 26, 38, 16, 16, 0, 0, 0, 0, 0, 0, 1
42, 94, 39, 40, 31, 95, 0, 0, 0, 0, 0, 1
82, 112, 31, 126, 127, 31, 0, 0, 0, 0, 0, 1
0, 132, 63, 2, 3, 0, 0, 0, 0, 0, 0, 1
29, 18, 141, 27, 31, 16, 0, 0, 0, 0, 0, 1
42, 26, 39, 2, 51, 16, 0, 0, 0, 0, 0, 1
29, 18, 38, 131, 82, 0, 0, 0, 0, 0, 0, 1
144, 26, 145, 16, 0, 0, 0, 0, 0, 0, 0, 1
150, 100, 38, 27, 31, 29, 0, 0, 0, 0, 0, 1
22, 109, 81, 31, 31, 151, 0, 0, 0, 0, 0, 1
29, 23, 38, 38, 31, 31, 16, 0, 0, 0, 0, 1
29, 26, 31, 38, 29, 0, 0, 0, 0, 0, 0, 1
29, 154, 2, 16, 0, 0, 0, 0, 0, 0, 0, 1
29, 26, 156, 31, 148, 31, 16, 0, 0, 0, 0, 1
29, 100, 72, 157, 31, 51, 16, 0, 0, 0, 0, 1
29, 26, 73, 38, 39, 161, 0, 0, 0, 0, 0, 1
