4, 5, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0
8, 9, 10, 11, 5, 12, 6, 13, 0, 0, 0, 0
14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 14, 12, 6, 15, 0, 0, 0, 0, 0, 0, 0
21, 22, 23, 24, 25, 0, 0, 0, 0, 0, 0, 0
26, 27, 28, 29, 6, 30, 25, 0, 0, 0, 0, 0
31, 32, 31, 6, 33, 0, 0, 0, 0, 0, 0, 0
34, 35, 36, 36, 37, 0, 0, 0, 0, 0, 0, 0
38, 27, 39, 40, 41, 0, 0, 0, 0, 0, 0, 0
42, 25, 43, 6, 25, 44, 0, 0, 0, 0, 0, 0
38, 45, 46, 47, 48, 49, 0, 0, 0, 0, 0, 0
8, 9, 10, 52, 48, 0, 0, 0, 0, 0, 0, 0
31, 55, 56, 47, 25, 0, 0, 0, 0, 0, 0, 0
31, 57, 6, 58, 0, 0, 0, 0, 0, 0, 0, 0
59, 25, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 61, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, 22, 54, 63, 40, 0, 0, 0, 0, 0, 0, 0
64, 66, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0
26, 55, 27, 28, 29, 6, 30, 25, 0, 0, 0, 0
9, 31, 40, 67, 68, 0, 0, 0, 0, 0, 0, 0
31, 69, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0
70, 14, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0
72, 73, 6, 74, 0, 0, 0, 0, 0, 0, 0, 0
53, 75, 14, 76, 0, 0, 0, 0, 0, 0, 0, 0
55, 38, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0
55, 77, 6, 78, 0, 0, 0, 0, 0, 0, 0, 0
79, 55, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0
55, 32, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0
52, 14, 48, 40, 81, 0, 0, 0, 0, 0, 0, 0
9, 82, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0
83, 84, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0
88, 89, 40, 90, 25, 0, 0, 0, 0, 0, 0, 0
55, 53, 22, 47, 25, 0, 0, 0, 0, 0, 0, 0
69, 25, 53, 32, 85, 91, 0, 0, 0, 0, 0, 0
55, 55, 32, 40, 25, 0, 0, 0, 0, 0, 0, 0
34, 45, 38, 6, 36, 36, 0, 0, 0, 0, 0, 0
31, 95, 25, 96, 6, 25, 25, 25, 0, 0, 0, 0
97, 98, 35, 6, 99, 100, 0, 0, 0, 0, 0, 0
55, 55, 101, 55, 55, 102, 47, 103, 6, 40, 67, 25
4, 106, 107, 16, 108, 0, 0, 0, 0, 0, 0, 0
9, 55, 26, 109, 6, 110, 0, 0, 0, 0, 0, 0
83, 55, 76, 101, 76, 0, 0, 0, 0, 0, 0, 0
55, 35, 47, 25, 25, 0, 0, 0, 0, 0, 0, 0
111, 112, 45, 48, 48, 0, 0, 0, 0, 0, 0, 0
55, 113, 48, 49, 40, 114, 0, 0, 0, 0, 0, 0
47, 33, 109, 40, 25, 0, 0, 0, 0, 0, 0, 0
115, 112, 116, 117, 85, 0, 0, 0, 0, 0, 0, 0
111, 118, 119, 120, 48, 0, 0, 0, 0, 0, 0, 0
69, 25, 121, 6, 122, 85, 0, 0, 0, 0, 0, 0
31, 114, 25, 123, 124, 85, 0, 0, 0, 0, 0, 0
125, 25, 126, 48, 48, 0, 0, 0, 0, 0, 0, 0
31, 127, 25, 128, 129, 130, 0, 0, 0, 0, 0, 0
82, 29, 25, 131, 47, 90, 25, 0, 0, 0, 0, 0
31, 132, 25, 133, 40, 63, 132, 0, 0, 0, 0, 0
134, 55, 135, 31, 136, 0, 0, 0, 0, 0, 0, 0
72, 137, 89, 40, 90, 25, 0, 0, 0, 0, 0, 0
55, 55, 45, 6, 138, 74, 0, 0, 0, 0, 0, 0
55, 55, 139, 140, 141, 0, 0, 0, 0, 0, 0, 0
55, 55, 139, 66, 31, 142, 6, 143, 25, 144, 0, 0
100, 131, 40, 145, 146, 40, 0, 0, 0, 0, 0, 0
31, 25, 25, 60, 6, 40, 74, 150, 0, 0, 0, 0
151, 55, 35, 85, 40, 90, 0, 0, 0, 0, 0, 0
21, 101, 31, 152, 47, 33, 130, 0, 0, 0, 0, 0
55, 55, 116, 40, 153, 25, 6, 25, 44, 0, 0, 0
4, 154, 75, 6, 7, 0, 0, 0, 0, 0, 0, 0
112, 5, 155, 6, 156, 157, 0, 0, 0, 0, 0, 0
159, 160, 161, 40, 162, 6, 38, 0, 0, 0, 0, 0
55, 55, 163, 47, 36, 0, 0, 0, 0, 0, 0, 0
38, 27, 164, 36, 40, 25, 0, 0, 0, 0, 0, 0
112, 112, 165, 6, 166, 25, 0, 0, 0, 0, 0, 0
55, 35, 48, 6, 63, 25, 0, 0, 0, 0, 0, 0
55, 55, 165, 66, 25, 6, 38, 0, 0, 0, 0, 0
38, 27, 47, 153, 100, 0, 0, 0, 0, 0, 0, 0
169, 35, 170, 25, 0, 0, 0, 0, 0, 0, 0, 0
31, 171, 31, 172, 38, 0, 0, 0, 0, 0, 0, 0
31, 30, 52, 173, 6, 156, 174, 0, 0, 0, 0, 0
175, 119, 47, 36, 40, 38, 0, 0, 0, 0, 0, 0
31, 128, 99, 40, 40, 176, 0, 0, 0, 0, 0, 0
38, 32, 47, 47, 40, 40, 25, 0, 0, 0, 0, 0
55, 55, 119, 177, 90, 178, 0, 0, 0, 0, 0, 0
38, 35, 40, 47, 38, 0, 0, 0, 0, 0, 0, 0
38, 179, 6, 25, 0, 0, 0, 0, 0, 0, 0, 0
31, 25, 25, 38, 0, 0, 0, 0, 0, 0, 0, 0
112, 118, 35, 48, 180, 40, 100, 0, 0, 0, 0, 0
38, 35, 181, 40, 173, 40, 25, 0, 0, 0, 0, 0
55, 101, 55, 6, 63, 25, 0, 0, 0, 0, 0, 0
38, 119, 85, 182, 40, 63, 25, 0, 0, 0, 0, 0
31, 183, 27, 184, 185, 48, 0, 0, 0, 0, 0, 0
38, 35, 88, 47, 48, 186, 0, 0, 0, 0, 0, 0
55, 55, 22, 85, 85, 6, 38, 0, 0, 0, 0, 0
169, 55, 45, 187, 38, 48, 0, 0, 0, 0, 0, 0
143, 2, 131, 40, 25, 25, 0, 0, 0, 0, 0, 0
38, 101, 38, 6, 188, 189, 25, 0, 0, 0, 0, 0
55, 55, 22, 47, 25, 36, 130, 0, 0, 0, 0, 0
97, 55, 119, 190, 25, 40, 0, 0, 0, 0, 0, 0
38, 131, 191, 38, 40, 38, 0, 0, 0, 0, 0, 0
173, 27, 192, 193, 40, 25, 0, 0, 0, 0, 0, 0
38, 27, 6, 40, 25, 25, 0, 0, 0, 0, 0, 0
38, 109, 6, 193, 38, 40, 25, 0, 0, 0, 0, 0
125, 25, 32, 48, 47, 25, 40, 25, 0, 0, 0, 0
194, 112, 163, 36, 36, 47, 100, 0, 0, 0, 0, 0
195, 101, 38, 196, 197, 40, 25, 44, 0, 0, 0, 0
198, 55, 131, 36, 38, 0, 0, 0, 0, 0, 0, 0
55, 55, 109, 47, 199, 6, 88, 0, 0, 0, 0, 0
200, 25, 22, 47, 38, 201, 0, 0, 0, 0, 0, 0
31, 35, 23, 47, 202, 0, 0, 0, 0, 0, 0, 0
31, 32, 40, 63, 25, 0, 0, 0, 0, 0, 0, 0
55, 96, 40, 203, 38, 0, 0, 0, 0, 0, 0, 0
69, 40, 204, 165, 47, 25, 6, 173, 0, 0, 0, 0
38, 27, 140, 85, 85, 0, 0, 0, 0, 0, 0, 0
205, 55, 161, 177, 206, 6, 146, 0, 0, 0, 0, 0
207, 112, 27, 38, 208, 0, 0, 0, 0, 0, 0, 0
47, 25, 25, 52, 38, 40, 6, 100, 0, 0, 0, 0
209, 47, 47, 38, 0, 0, 0, 0, 0, 0, 0, 0
55, 139, 40, 38, 0, 0, 0, 0, 0, 0, 0, 0
